Company,Symbol,Date,Segment,Call,Price
U.S. Silica Holdings (SLCA),SLCA,2017-01-05,L,5,$57.42
Constellation Brands (STZ),STZ,2017-01-05,I,1,$146.75
Target (TGT),TGT,2017-01-05,D,4,$72.56
Vodafone Group (VOD),VOD,2017-01-05,L,1,$26.30
Walmart (WMT),WMT,2017-01-05,D,4,$69.21
Adient (ADNT),ADNT,2017-01-06,L,2,$56.49
Allergan (AGN),AGN,2017-01-06,D,1,$219.08
Alkermes (ALKS),ALKS,2017-01-06,D,2,$59.64
Amgen (AMGN),AMGN,2017-01-06,D,1,$156.78
Bank of America (BAC),BAC,2017-01-06,D,2,$22.68
Avis Budget Group (CAR),CAR,2017-01-06,L,5,$36.39
Celgene (CELG),CELG,2017-01-06,D,2,$119.64
Salesforce (CRM),CRM,2017-01-06,L,1,$73.80
Delta Air Lines (DAL),DAL,2017-01-06,D,2,$49.68
Ferrellgas Partners (FGP),FGP,2017-01-06,L,4,$8.44
Hudson Technologies (HDSN),HDSN,2017-01-06,M,5,$7.76
HubSpot (HUBS),HUBS,2017-01-06,L,5,$52.60
JPMorgan Chase (JPM),JPM,2017-01-06,D,2,$86.12
KB Home (KBH),KBH,2017-01-06,D,2,$16.21
Carmax (KMX),KMX,2017-01-06,D,4,$65.40
Southwest Airlines (LUV),LUV,2017-01-06,D,1,$49.93
Realty Income (O),O,2017-01-06,L,5,$59.84
Regeneron Pharmaceuticals (REGN),REGN,2017-01-06,D,2,$358.68
Synergy Pharmaceuticals (SGYP),SGYP,2017-01-06,L,5,$6.73
Shenandoah Telecommunicat (SHEN),SHEN,2017-01-06,M,5,$29.15
Splunk (SPLK),SPLK,2017-01-06,D,4,$56.17
Constellation Brands (STZ),STZ,2017-01-06,F,1,$149.44
AT&T (T),T,2017-01-06,L,1,$41.32
Molson Coors (TAP),TAP,2017-01-06,D,4,$99.79
Toro (TTC),TTC,2017-01-06,M,5,$57.13
Twilio (TWLO),TWLO,2017-01-06,L,1,$27.63
United Continental (UAL),UAL,2017-01-06,F,1,$71.37
Valeant Pharmaceuticals (VRX),VRX,2017-01-06,D,2,$15.29
Verizon (VZ),VZ,2017-01-06,L,1,$53.26
Western Digital (WDC),WDC,2017-01-06,L,1,$70.38
Wells Fargo (WFC),WFC,2017-01-06,D,1,$55.04
Apple (AAPL),AAPL,2017-01-09,D,2,$118.99
Adient (ADNT),ADNT,2017-01-09,F,1,$55.88
American Express (AXP),AXP,2017-01-09,D,2,$75.86
Basic Energy Services (BAS),BAS,2017-01-09,L,4,$36.51
Blue Buffalo Pet Products (BUFF),BUFF,2017-01-09,D,4,$25.33
Caterpillar (CAT),CAT,2017-01-09,D,4,$92.37
Chemours (CC),CC,2017-01-09,L,5,$22.28
Cisco Systems (CSCO),CSCO,2017-01-09,D,2,$30.18
Chevron (CVX),CVX,2017-01-09,D,4,$115.84
Walt Disney (DIS),DIS,2017-01-09,D,1,$108.36
Digital Realty Trust (DLR),DLR,2017-01-09,L,1,$102.80
EQT Midstream Partners (EQM),EQM,2017-01-09,L,2,$76.99
Freshpet (FRPT),FRPT,2017-01-09,D,4,$10.00
Federal Realty Investment (FRT),FRT,2017-01-09,L,1,$142.68
GW Pharmaceuticals (GWPH),GWPH,2017-01-09,L,2,$120.02
Henry Schein (HSIC),HSIC,2017-01-09,D,1,$157.25
IBM (IBM),IBM,2017-01-09,D,4,$167.65
Idexx Laboratories (IDXX),IDXX,2017-01-09,D,1,$119.02
Ionis Pharmaceuticals (IONS),IONS,2017-01-09,L,4,$48.14
Johnson Controls (JCI),JCI,2017-01-09,I,1,$42.60
Coca-Cola (KO),KO,2017-01-09,D,2,$41.32
Magellan Midstream Partne (MMP),MMP,2017-01-09,L,1,$75.84
Procter & Gamble (PG),PG,2017-01-09,D,2,$84.40
Schlumberger (SLB),SLB,2017-01-09,L,1,$85.77
STAG Industrial (STAG),STAG,2017-01-09,L,2,$23.93
United Technologies (UTX),UTX,2017-01-09,D,4,$111.50
Petco Health & Wellness (WOOF),WOOF,2017-01-09,D,2,$90.79
Exxon Mobil (XOM),XOM,2017-01-09,D,4,$87.04
Zoetis (ZTS),ZTS,2017-01-09,D,1,$53.95
Alcoa (AA),AA,2017-01-10,L,4,$30.98
Analog Devices (ADI),ADI,2017-01-10,D,1,$72.35
Advanced Micro Devices (AMD),AMD,2017-01-10,D,1,$11.44
Broadcom (AVGO),AVGO,2017-01-10,D,1,$180.57
BHP Billiton (BHP),BHP,2017-01-10,D,1,$38.56
Caterpillar (CAT),CAT,2017-01-10,D,1,$93.83
Chipotle Mexican Grill (CMG),CMG,2017-01-10,D,1,$414.48
Cummins (CMI),CMI,2017-01-10,D,1,$139.56
Camping World (CWH),CWH,2017-01-10,L,1,$32.20
Ensco International (ESV),ESV,2017-01-10,L,5,$11.44
Edwards Lifesciences (EW),EW,2017-01-10,I,1,$99.14
Federal Realty Investment (FRT),FRT,2017-01-10,L,1,$141.19
Home Depot (HD),HD,2017-01-10,L,1,$136.10
Kimco Realty (KIM),KIM,2017-01-10,L,5,$25.14
Micron Technology (MU),MU,2017-01-10,D,1,$22.48
Nucor (NUE),NUE,2017-01-10,L,1,$61.22
NVIDIA (NVDA),NVDA,2017-01-10,D,4,$106.47
Schlumberger (SLB),SLB,2017-01-10,L,1,$84.60
Skyworks Solutions (SWKS),SWKS,2017-01-10,L,4,$77.31
Teva Pharmaceuticals (TEVA),TEVA,2017-01-10,L,5,$35.20
2U (TWOU),TWOU,2017-01-10,L,5,$34.45
Texas Instruments (TXN),TXN,2017-01-10,D,1,$74.60
USG Corp (USG),USG,2017-01-10,L,5,$28.92
Western Digital (WDC),WDC,2017-01-10,D,1,$70.84
Worthington Industries (WOR),WOR,2017-01-10,L,4,$47.60
Willis Towers Watson (WTW),WTW,2017-01-10,L,5,$11.39
Accenture (ACN),ACN,2017-01-11,L,1,$116.12
American Electric Power (AEP),AEP,2017-01-11,L,1,$63.18
AdvanSix (ASIX),ASIX,2017-01-11,F,1,$21.57
Berkshire Hathaway (BRK.B),BRK.B,2017-01-11,L,1,$162.23
Dominion Energy (D),D,2017-01-11,L,1,$75.63
Freeport-McMoRan (FCX),FCX,2017-01-11,L,1,$15.87
Halyard Health (HYH),HYH,2017-01-11,L,4,$37.75
McDermott International (MDR),MDR,2017-01-11,L,1,$7.57
Mettler-Toledo Internatio (MTD),MTD,2017-01-11,L,2,$425.74
Pegasystems (PEGA),PEGA,2017-01-11,I,1,$36.85
SAP AG (SAP),SAP,2017-01-11,L,1,$88.79
UnitedHealth Group (UNH),UNH,2017-01-11,F,1,$161.89
Wisconsin Energy (WEC),WEC,2017-01-11,L,1,$58.65
Westar Energy (WR),WR,2017-01-11,L,4,$55.09
Advance Auto Parts (AAP),AAP,2017-01-12,F,1,$174.47
American Tower (AMT),AMT,2017-01-12,L,1,$104.20
Amazon (AMZN),AMZN,2017-01-12,D,1,$813.64
AutoZone (AZO),AZO,2017-01-12,D,2,$790.27
Barclays (BCS),BCS,2017-01-12,L,2,$11.39
Franklin Resources (BEN),BEN,2017-01-12,L,5,$40.48
Delta Air Lines (DAL),DAL,2017-01-12,D,2,$50.89
E*TRADE Financial (ETFC),ETFC,2017-01-12,L,1,$36.72
Hasbro (HAS),HAS,2017-01-12,L,1,$83.45
Helmerich & Payne (HP),HP,2017-01-12,F,1,$79.01
KB Home (KBH),KBH,2017-01-12,D,2,$16.65
Kinder Morgan (KMI),KMI,2017-01-12,L,4,$22.19
Mattel (MAT),MAT,2017-01-12,L,4,$29.59
Morgan Stanley (MS),MS,2017-01-12,L,1,$43.63
O'Reilly Automotive (ORLY),ORLY,2017-01-12,D,2,$281.58
ProLogis (PLD),PLD,2017-01-12,L,4,$52.69
Banco Santander (SAN),SAN,2017-01-12,L,4,$5.36
Visteon (VC),VC,2017-01-12,L,4,$87.19
American Express (AXP),AXP,2017-01-13,D,1,$76.62
Bank of America (BAC),BAC,2017-01-13,D,1,$23.01
Citigroup (C),C,2017-01-13,D,1,$59.63
CSX (CSX),CSX,2017-01-13,D,4,$38.80
CenturyLink (CTL),CTL,2017-01-13,L,4,$25.26
Core Civic (CXW),CXW,2017-01-13,L,5,$27.22
Dexcom (DXCM),DXCM,2017-01-13,F,2,$85.13
Energy Transfer Partners (ETP),ETP,2017-01-13,L,5,$36.12
First Horizon National (FHN),FHN,2017-01-13,I,1,$19.89
Federal Realty Investment (FRT),FRT,2017-01-13,I,1,$140.18
General Electric (GE),GE,2017-01-13,D,2,$31.36
Goldman Sachs (GS),GS,2017-01-13,D,1,$244.30
IBM (IBM),IBM,2017-01-13,D,4,$167.34
JPMorgan Chase (JPM),JPM,2017-01-13,D,1,$86.70
KeyCorp (KEY),KEY,2017-01-13,D,1,$18.58
Magellan Midstream Partne (MMP),MMP,2017-01-13,L,1,$74.36
Morgan Stanley (MS),MS,2017-01-13,D,1,$43.81
Netflix (NFLX),NFLX,2017-01-13,D,4,$133.70
NXP Semiconductors (NXPI),NXPI,2017-01-13,L,1,$98.38
Schlumberger (SLB),SLB,2017-01-13,D,2,$84.82
Sarepta Therapeutics (SRPT),SRPT,2017-01-13,L,5,$37.83
UnitedHealth Group (UNH),UNH,2017-01-13,D,1,$161.80
Union Pacific (UNP),UNP,2017-01-13,D,5,$105.25
Wells Fargo (WFC),WFC,2017-01-13,D,2,$55.31
Yahoo! (YHOO),YHOO,2017-01-13,L,5,$42.27
Apple (AAPL),AAPL,2017-01-17,D,1,$120.00
Bank of America (BAC),BAC,2017-01-17,D,1,$22.05
Cheesecake Factory (CAKE),CAKE,2017-01-17,D,1,$59.59
Exelixis (EXEL),EXEL,2017-01-17,L,4,$17.79
Home Depot (HD),HD,2017-01-17,L,1,$135.93
Health Insurance Innovati (HIIQ),HIIQ,2017-01-17,L,5,$19.55
Huntsman (HUN),HUN,2017-01-17,L,2,$19.76
Jack in the Box (JACK),JACK,2017-01-17,D,1,$107.57
JPMorgan Chase (JPM),JPM,2017-01-17,D,1,$83.55
Altria (MO),MO,2017-01-17,F,1,$68.48
Marathon Petroleum (MPC),MPC,2017-01-17,L,1,$48.73
Morgan Stanley (MS),MS,2017-01-17,D,2,$42.15
Popeyes Louisiana Kitchen (PLKI),PLKI,2017-01-17,F,1,$61.50
Philip Morris Internation (PM),PM,2017-01-17,D,2,$92.36
Panera Bread (PNRA),PNRA,2017-01-17,D,2,$211.51
PVH Corp (PVH),PVH,2017-01-17,D,2,$94.83
SeaDrill Limited (SDRL),SDRL,2017-01-17,L,5,$3.33
Schlumberger (SLB),SLB,2017-01-17,L,1,$86.43
Constellation Brands (STZ),STZ,2017-01-17,D,2,$153.73
UnitedHealth Group (UNH),UNH,2017-01-17,D,1,$160.66
Wells Fargo (WFC),WFC,2017-01-17,D,1,$53.78
Achaogen (AKAO),AKAO,2017-01-18,L,4,$17.78
ASML Holdings (ASML),ASML,2017-01-18,D,2,$122.97
Broadcom (AVGO),AVGO,2017-01-18,D,2,$185.02
Bank of America (BAC),BAC,2017-01-18,F,1,$22.63
BB&T Bank (BBT),BBT,2017-01-18,L,2,$46.20
Costamare (CMRE),CMRE,2017-01-18,L,5,$6.13
CSX (CSX),CSX,2017-01-18,D,2,$36.88
Enterprise Products Partn (EPD),EPD,2017-01-18,L,1,$27.68
FMC Corp (FMC),FMC,2017-01-18,F,1,$58.55
Gilead Sciences (GILD),GILD,2017-01-18,L,4,$72.13
Harley Davidson (HOG),HOG,2017-01-18,L,1,$58.52
Macy's (M),M,2017-01-18,D,4,$29.44
Netflix (NFLX),NFLX,2017-01-18,D,2,$133.26
Perrigo (PRGO),PRGO,2017-01-18,L,5,$76.46
Prospect Capital (PSEC),PSEC,2017-01-18,L,4,$8.64
Splunk (SPLK),SPLK,2017-01-18,I,1,$54.30
Skyworks Solutions (SWKS),SWKS,2017-01-18,D,2,$79.27
Target (TGT),TGT,2017-01-18,D,4,$66.85
Whirlpool (WHR),WHR,2017-01-18,F,1,$186.01
Walmart (WMT),WMT,2017-01-18,D,4,$68.11
Amazon (AMZN),AMZN,2017-01-19,F,1,$809.04
Apache (APA),APA,2017-01-19,L,1,$62.22
Bank of America (BAC),BAC,2017-01-19,L,2,$22.53
Cott (COT),COT,2017-01-19,L,5,$10.63
CSX (CSX),CSX,2017-01-19,D,2,$45.51
CVS Health (CVS),CVS,2017-01-19,L,4,$83.20
Dexcom (DXCM),DXCM,2017-01-19,I,1,$81.59
JPMorgan Chase (JPM),JPM,2017-01-19,L,2,$83.30
Cheniere Energy (LNG),LNG,2017-01-19,L,4,$42.64
Morgan Stanley (MS),MS,2017-01-19,D,2,$42.45
Netflix (NFLX),NFLX,2017-01-19,F,1,$138.41
PNC Financial (PNC),PNC,2017-01-19,L,4,$115.61
PPG Industries (PPG),PPG,2017-01-19,I,1,$97.50
SentinelOne (S),S,2017-01-19,D,1,$8.97
Schlumberger (SLB),SLB,2017-01-19,L,1,$87.20
Sanchez Energy (SN),SN,2017-01-19,L,4,$12.98
T-Mobile US (TMUS),TMUS,2017-01-19,D,1,$60.07
Tesla (TSLA),TSLA,2017-01-19,F,1,$243.76
Wells Fargo (WFC),WFC,2017-01-19,L,1,$54.58
Alcoa (AA),AA,2017-01-20,D,4,$35.66
Apple (AAPL),AAPL,2017-01-20,D,1,$120.00
Automatic Data Processing (ADP),ADP,2017-01-20,D,1,$103.24
Amazon (AMZN),AMZN,2017-01-20,D,2,$808.33
American Outdoor Brands (AOBC),AOBC,2017-01-20,D,2,$20.13
Array BioPharma (ARRY),ARRY,2017-01-20,L,5,$11.36
Activision Blizzard (ATVI),ATVI,2017-01-20,L,2,$38.97
Boeing (BA),BA,2017-01-20,D,4,$159.53
Bank of America (BAC),BAC,2017-01-20,D,1,$22.64
Bristol-Myers Squibb (BMY),BMY,2017-01-20,D,5,$49.23
Caterpillar (CAT),CAT,2017-01-20,D,4,$94.58
Cintas (CTAS),CTAS,2017-01-20,D,1,$113.88
Chevron (CVX),CVX,2017-01-20,D,2,$115.60
Freeport-McMoRan (FCX),FCX,2017-01-20,D,1,$15.51
First Solar (FSLR),FSLR,2017-01-20,D,4,$34.75
General Electric (GE),GE,2017-01-20,D,1,$30.53
Alphabet (GOOGL),GOOGL,2017-01-20,D,1,$828.17
Goldman Sachs (GS),GS,2017-01-20,D,1,$232.20
Halliburton (HAL),HAL,2017-01-20,D,1,$56.45
Honeywell (HON),HON,2017-01-20,D,2,$117.82
JPMorgan Chase (JPM),JPM,2017-01-20,D,1,$83.67
Kimberly-Clark (KMB),KMB,2017-01-20,D,4,$116.22
Lockheed Martin (LMT),LMT,2017-01-20,D,4,$257.73
Lam Research (LRCX),LRCX,2017-01-20,D,1,$112.35
McDonald's (MCD),MCD,2017-01-20,D,2,$122.26
3M (MMM),MMM,2017-01-20,D,1,$178.49
Magellan Midstream Partne (MMP),MMP,2017-01-20,D,1,$74.64
Microsoft (MSFT),MSFT,2017-01-20,D,1,$62.74
National Oilwell Varco (NOV),NOV,2017-01-20,D,1,$39.08
Norfolk Southern (NSC),NSC,2017-01-20,D,4,$113.59
Paychex (PAYX),PAYX,2017-01-20,D,1,$61.47
Starbucks (SBUX),SBUX,2017-01-20,D,4,$57.66
Schlumberger (SLB),SLB,2017-01-20,D,1,$86.49
Skyworks Solutions (SWKS),SWKS,2017-01-20,F,1,$88.67
Take-Two Interactive (TTWO),TTWO,2017-01-20,L,1,$52.35
UnitedHealth Group (UNH),UNH,2017-01-20,D,1,$158.66
United Rentals (URI),URI,2017-01-20,D,4,$111.19
Western Digital (WDC),WDC,2017-01-20,D,1,$72.63
Wells Fargo (WFC),WFC,2017-01-20,D,1,$55.07
Comcast (CMCSA),CMCSA,2017-01-23,D,1,$73.26
Fitbit (FIT),FIT,2017-01-23,L,5,$7.10
Jazz Pharmaceuticals (JAZZ),JAZZ,2017-01-23,L,5,$121.43
JC Penney (JCP),JCP,2017-01-23,D,4,$6.85
Kohl's (KSS),KSS,2017-01-23,D,4,$40.11
Macy's (M),M,2017-01-23,D,4,$29.63
Procter & Gamble (PG),PG,2017-01-23,F,1,$86.96
Skyworks Solutions (SWKS),SWKS,2017-01-23,I,1,$90.17
Target (TGT),TGT,2017-01-23,F,4,$63.85
T-Mobile US (TMUS),TMUS,2017-01-23,L,1,$60.24
Xilinx (XLNX),XLNX,2017-01-23,L,1,$57.96
Allegheny Technologies (ATI),ATI,2017-01-24,D,1,$22.28
Citigroup (C),C,2017-01-24,D,1,$56.74
Chesapeake Energy (CHK),CHK,2017-01-24,L,1,$6.91
Comcast (CMCSA),CMCSA,2017-01-24,L,1,$73.60
D R Horton (DHI),DHI,2017-01-24,D,1,$30.64
Deluxe (DLX),DLX,2017-01-24,F,1,$73.63
Freeport-McMoRan (FCX),FCX,2017-01-24,D,1,$17.02
IBM (IBM),IBM,2017-01-24,D,1,$175.90
Inovio Pharmaceuticals (INO),INO,2017-01-24,L,5,$6.19
Martin Marietta Materials (MLM),MLM,2017-01-24,D,1,$234.50
Magellan Midstream Partne (MMP),MMP,2017-01-24,D,1,$77.01
Micron Technology (MU),MU,2017-01-24,D,1,$22.85
Northern Trust (NTRS),NTRS,2017-01-24,L,5,$83.49
Quanta Services (PWR),PWR,2017-01-24,D,1,$37.41
ResMed (RMD),RMD,2017-01-24,I,2,$69.72
SeaWorld Entertainment (SEAS),SEAS,2017-01-24,L,5,$18.78
United Rentals (URI),URI,2017-01-24,D,1,$113.61
Western Digital (WDC),WDC,2017-01-24,D,1,$76.01
Wells Fargo (WFC),WFC,2017-01-24,L,1,$54.70
American Express (AXP),AXP,2017-01-25,D,1,$76.89
Boeing (BA),BA,2017-01-25,D,1,$167.36
Box (BOX),BOX,2017-01-25,L,1,$17.40
Chemours (CC),CC,2017-01-25,L,5,$25.57
Core Labs (CLB),CLB,2017-01-25,I,1,$124.18
DuPont (DD),DD,2017-01-25,D,1,$76.67
Walt Disney (DIS),DIS,2017-01-25,F,1,$108.04
General Electric (GE),GE,2017-01-25,D,4,$30.37
Goldman Sachs (GS),GS,2017-01-25,D,1,$237.25
IBM (IBM),IBM,2017-01-25,D,1,$178.29
Johnson & Johnson (JNJ),JNJ,2017-01-25,D,1,$112.80
JPMorgan Chase (JPM),JPM,2017-01-25,D,1,$86.03
McDonald's (MCD),MCD,2017-01-25,D,1,$121.79
3M (MMM),MMM,2017-01-25,D,1,$176.73
Micron Technology (MU),MU,2017-01-25,F,1,$23.56
Procter & Gamble (PG),PG,2017-01-25,D,1,$87.16
Panera Bread (PNRA),PNRA,2017-01-25,L,1,$212.22
Six Flags (SIX),SIX,2017-01-25,L,1,$60.79
Seagate Technology (STX),STX,2017-01-25,F,1,$42.67
Travelers Companies (TRV),TRV,2017-01-25,D,1,$117.67
UnitedHealth Group (UNH),UNH,2017-01-25,D,1,$161.24
United Technologies (UTX),UTX,2017-01-25,D,1,$110.96
Verizon (VZ),VZ,2017-01-25,D,4,$49.77
Western Digital (WDC),WDC,2017-01-25,F,1,$80.02
Zoe's Kitchen (ZOES),ZOES,2017-01-25,L,5,$22.34
Apple (AAPL),AAPL,2017-01-26,D,1,$121.94
Amerisourcebergen (ABC),ABC,2017-01-26,L,5,$83.39
American Electric Power (AEP),AEP,2017-01-26,I,1,$62.64
BP (BP),BP,2017-01-26,L,4,$36.74
Coherent (COHR),COHR,2017-01-26,L,1,$156.94
Chevron (CVX),CVX,2017-01-26,L,1,$116.55
Walt Disney (DIS),DIS,2017-01-26,D,1,$108.06
Home Depot (HD),HD,2017-01-26,D,1,$138.46
Lam Research (LRCX),LRCX,2017-01-26,I,1,$114.33
Manitowoc (MTW),MTW,2017-01-26,L,1,$6.98
ServiceNow (NOW),NOW,2017-01-26,I,1,$89.48
Impinj (PI),PI,2017-01-26,L,1,$35.38
UnitedHealth Group (UNH),UNH,2017-01-26,D,1,$162.75
Visa (V),V,2017-01-26,D,1,$83.24
Advance Auto Parts (AAP),AAP,2017-01-27,L,1,$164.37
Apple (AAPL),AAPL,2017-01-27,D,1,$121.95
Asbury Automotive Group (ABG),ABG,2017-01-27,L,4,$64.70
Allergan (AGN),AGN,2017-01-27,L,1,$213.20
Advanced Micro Devices (AMD),AMD,2017-01-27,D,1,$10.67
Amazon (AMZN),AMZN,2017-01-27,D,1,$835.77
AutoNation (AN),AN,2017-01-27,D,2,$52.18
Carnival (CCL),CCL,2017-01-27,I,1,$56.29
Clorox (CLX),CLX,2017-01-27,D,1,$120.49
Chipotle Mexican Grill (CMG),CMG,2017-01-27,D,2,$416.60
Enterprise Products Partn (EPD),EPD,2017-01-27,D,2,$29.09
Meta (FB),FB,2017-01-27,D,1,$132.18
GasLog Partners (GLOP),GLOP,2017-01-27,L,1,$22.25
Merck (MRK),MRK,2017-01-27,D,4,$61.75
Micron Technology (MU),MU,2017-01-27,D,1,$23.97
Packaging Corp of America (PKG),PKG,2017-01-27,D,2,$93.58
STMicroelectronics (STM),STM,2017-01-27,L,5,$13.59
Teva Pharmaceuticals (TEVA),TEVA,2017-01-27,L,5,$34.59
Under Armour (UA),UA,2017-01-27,D,4,$25.52
United Rentals (URI),URI,2017-01-27,F,1,$128.26
Marriott Vacations Worldw (VAC),VAC,2017-01-27,F,1,$86.44
Exxon Mobil (XOM),XOM,2017-01-27,D,2,$85.51
AGCO (AGCO),AGCO,2017-01-30,L,1,$63.10
Agrium (AGU),AGU,2017-01-30,L,1,$102.90
Cisco Systems (CSCO),CSCO,2017-01-30,L,1,$30.83
Deere & Company (DE),DE,2017-01-30,L,1,$107.06
Ethan Allen Interiors (ETH),ETH,2017-01-30,I,2,$28.85
Nucor (NUE),NUE,2017-01-30,L,1,$60.10
Potash (POT),POT,2017-01-30,L,1,$18.53
REV Group (REVG),REVG,2017-01-30,F,4,$25.65
Thor Industries (THO),THO,2017-01-30,D,1,$104.24
United Rentals (URI),URI,2017-01-30,I,1,$128.77
Weyerhaeuser (WY),WY,2017-01-30,L,1,$31.16
United States Steel (X),X,2017-01-30,L,4,$33.00
Apple (AAPL),AAPL,2017-01-31,D,1,$121.35
Arconic (ARNC),ARNC,2017-01-31,I,1,$22.79
Carnival (CCL),CCL,2017-01-31,L,1,$55.38
Mexican Economic Developm (FMX),FMX,2017-01-31,L,4,$75.23
Illinois Tool Works (ITW),ITW,2017-01-31,F,1,$127.20
Coca-Cola (KO),KO,2017-01-31,F,1,$41.57
Molina Healthcare (MOH),MOH,2017-01-31,L,5,$56.72
Royal Caribbean Cruises (RCL),RCL,2017-01-31,L,2,$93.63
Teck Resources (TECK),TECK,2017-01-31,L,1,$24.54
Under Armour (UA),UA,2017-01-31,D,5,$19.22
UnitedHealth Group (UNH),UNH,2017-01-31,L,1,$162.10
Apple (AAPL),AAPL,2017-02-01,F,1,$128.75
Aecom Technology (ACM),ACM,2017-02-01,L,1,$37.20
Amazon (AMZN),AMZN,2017-02-01,D,1,$832.35
Cara Therapeutics (CARA),CARA,2017-02-01,L,5,$16.49
Check Point Software (CHKP),CHKP,2017-02-01,L,1,$97.91
CyberArk Software (CYBR),CYBR,2017-02-01,L,1,$53.02
Meta (FB),FB,2017-02-01,D,1,$133.23
FireEye (FEYE),FEYE,2017-02-01,L,4,$13.15
Alphabet (GOOGL),GOOGL,2017-02-01,D,1,$815.24
H&R Block (HRB),HRB,2017-02-01,I,2,$21.10
Maxim Integrated Products (MXIM),MXIM,2017-02-01,F,1,$44.76
Netflix (NFLX),NFLX,2017-02-01,D,1,$140.78
Nexstar Media Group (NXST),NXST,2017-02-01,I,1,$67.40
Sanchez Energy (SN),SN,2017-02-01,L,1,$12.63
Take-Two Interactive (TTWO),TTWO,2017-02-01,D,1,$54.36
Amazon (AMZN),AMZN,2017-02-02,D,1,$839.95
California Resources (CRC),CRC,2017-02-02,L,5,$21.09
Dominion Energy (D),D,2017-02-02,L,1,$71.68
Meta (FB),FB,2017-02-02,D,1,$130.84
International Paper (IP),IP,2017-02-02,I,1,$53.35
Snap-on (SNA),SNA,2017-02-02,I,1,$166.98
Titan International (TWI),TWI,2017-02-02,L,1,$12.75
Wingstop (WING),WING,2017-02-02,I,1,$28.40
Xilinx (XLNX),XLNX,2017-02-02,L,1,$58.14
Acadia Healthcare (ACHC),ACHC,2017-02-03,M,5,$38.80
Autodesk (ADSK),ADSK,2017-02-03,F,1,$84.41
Allergan (AGN),AGN,2017-02-03,D,2,$230.87
Amazon (AMZN),AMZN,2017-02-03,F,4,$810.20
Cleveland-Cliffs (CLF),CLF,2017-02-03,L,5,$8.79
Clorox (CLX),CLX,2017-02-03,I,1,$125.14
Cummins (CMI),CMI,2017-02-03,D,1,$146.86
